index,cate,disease_name,description,Possible_steps,image_url,cate_img
10,B?p, Northern Leaf Blight,"B?nh b?c lá ngô mi?n B?c (NCLB) do n?m Setosphaeria turcica gây ra. Các tri?u ch?ng th??ng xu?t hi?n ??u tiên ? lá d??i. Các t?n th??ng trên lá dài (1 ??n 6 inch) và hình elip, lúc ??u màu xanh xám nh?ng sau ?ó chuy?n sang màu xám nh?t ho?c nâu. Trong ?i?u ki?n ?m ??t, các bào t? màu xám ?en ???c t?o ra, th??ng ? b? m?t lá d??i, làm cho các t?n th??ng có màu xám ""b?n"". Toàn b? lá trên cây b? tàn phá nghiêm tr?ng có th? ch?t, do ?ó không nhìn th?y các t?n th??ng riêng l?. Các t?n th??ng có th? x?y ra ? v? tr?u bên ngoài c?a tai, nh?ng h?t nhân không b? nhi?m trùng. Trên các gi?ng lai có ch?a gen Ht ?? kháng n?m, các t?n th??ng nh? h?n, úa vàng và có th? phát tri?n thành các v?t tuy?n tính. Nh?ng t?n th??ng này hi?m khi t?o ra bào t?.","S? d?ng thu?c di?t n?m làm gi?m thi?t h?i do b?nh b?c lá ngô mi?n B?c và n?ng su?t ???c b?o v?. Giá tr? thu?c di?t n?m cao h?n trong vi?c gi?m n?ng su?t ? các gi?ng ngô lai m?n c?m. Thu?c di?t n?m có hi?u qu? nh?t n?u chúng ???c áp d?ng khi kh?i phát b?nh. B?nh kh?i phát khác nhau trong các giai ?o?n t?ng tr??ng, và do ?ó giai ?o?n t?t nh?t ?? áp d?ng thu?c di?t n?m.",https://crop-protection-network.s3.amazonaws.com/articles/NLB-Daren-Mueller-02.jpg,
11,B?p, Healthy,"Cây ngô thích nhi?t ?? ban ngày t? 75 ??n 80 ?? F và 65 ??n 70 ?? F vào ban ?êm. ??t c?n ???c gi? ?m liên t?c, nh?ng không b? s?ng n??c và chúng ch? c?n phân bón 6 tháng m?t l?n. M?c dù dracaena có th? m?t ?i?u ki?n ánh sáng y?u, nh?ng chúng ho?t ??ng t?t nh?t khi ???c ??t trong ánh sáng m?nh nh?ng gián ti?p. Nó ch? là t? nhiên cho m?t cây ?? s?n xu?t m?t vài lá vàng, nó không có gì ?? báo ??ng. Tuy nhiên, n?u nó t?o ra nhi?u lá vàng cùng m?t lúc, gi? s? n?m ho?c sáu, b?n có th? t??i n??c quá nhi?u ho?c cây có th? b? thi?u ánh sáng.","Ngô có m?t s? l?i ích s?c kh?e. Do hàm l??ng ch?t x? cao, nó có th? h? tr? tiêu hóa. Nó c?ng ch?a các vitamin B có giá tr?, r?t quan tr?ng ??i v?i s?c kh?e t?ng th? c?a b?n. Ngô c?ng cung c?p cho c? th? chúng ta các khoáng ch?t thi?t y?u nh? k?m, magiê, ??ng, s?t và mangan.",https://c8.alamy.com/comp/A85TR2/young-healthy-green-leaves-of-corn-maize-plant-in-pretty-unfolding-A85TR2.jpg,
12,Nho, Black Rot,"B?nh th?i ?en nho là m?t b?nh n?m gây ra b?i m?t lo?i n?m ascomycetous, Guignardia bidwellii, t?n công cây nho trong th?i ti?t nóng ?m. ""B?nh th?i ?en nho có ngu?n g?c t? mi?n ?ông B?c M?, nh?ng hi?n nay x?y ra ? các khu v?c c?a châu Âu, Nam M? và châu Á. Nó có th? gây m?t mùa hoàn toàn ? vùng khí h?u ?m áp, ?m ??t, nh?ng h?u nh? không ???c bi?t ??n ? nh?ng vùng có mùa hè khô c?n. Tên này xu?t phát t? rìa ?en giáp v?i các m?ng nâu m?c trên lá. B?nh c?ng t?n công các b? ph?n khác c?a cây, ""t?t c? các ph?n màu xanh c?a cây nho: ch?i, lá và thân qu?, tua và qu?. H?u qu? tai h?i nh?t là ??i v?i trái cây""","Mancozeb có s?n d??i d?ng thu?c di?t n?m BONIDE MANCOZEB FLOWABLE. Nó ch?a 37% Mancozeb và r?t hi?u qu? ?? ki?m soát b?nh th?i ?en. Nova (myclobutanil) có s?n trong IMMUNOX FUNGICIDE. Nó là 1,55% myclobutanil và có hi?u qu? ?? ki?m soát b?nh th?i ?en.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Guignardia_bidwellii_08.jpg/330px-Guignardia_bidwellii_08.jpg,https://i.imgur.com/KcI6GDc.png
13,Nho, Esca | Black Measles,"B?nh s?i nho, còn ???c g?i là esca, s?i ?en ho?c s?i Tây Ban Nha, t? lâu ?ã gây khó kh?n cho ng??i tr?ng nho v?i bi?u hi?n khó hi?u c?a các tri?u ch?ng và, trong m?t th?i gian dài, thi?u (các) sinh v?t gây b?nh có th? xác ??nh ???c. Cái tên 's?i' dùng ?? ch? nh?ng ??m b? m?t ???c tìm th?y trên qu? (Hình 1). Trong mùa, các ??m có th? k?t l?i trên b? m?t da, làm cho qu? m?ng có màu ?en. ??m có th? phát tri?n b?t c? lúc nào gi?a b? qu? và m?t vài ngày tr??c khi thu ho?ch. Qu? m?ng b? ?nh h??ng ? b? qu? có xu h??ng không tr??ng thành và s? co l?i và khô. Ngoài ??m, trái cây b? ?nh h??ng vào cu?i mùa c?ng s? có v? chát. Các tri?u ch?ng trên lá ???c ??c tr?ng b?i mô hình 's?c h?' (Hình lá 2 ?áy) khi nhi?m trùng nghiêm tr?ng t? n?m này sang n?m khác. Nhi?m trùng nh? có th? gây ra các tri?u ch?ng trên lá (Hình 2 lá trên) có th? b? nh?m l?n v?i các b?nh khác ho?c thi?u h?t dinh d??ng. Các gi?ng màu tr?ng s? hi?n th? các khu v?c b? nhi?m clo sau ?ó là ho?i t?, trong khi các gi?ng màu ?? là ??c tr?ng c?a ...","Cho ??n nay không có ph??ng pháp hi?u qu? ?? ki?m soát c?n b?nh này. Lo?i b? các lo?i qu? m?ng, lá và thân cây b? nhi?m b?nh và tiêu di?t chúng. B?o v? v?t th??ng m?n khô ?? gi?m thi?u nhi?m n?m b?ng cách s? d?ng keo dán v?t th??ng (5% axit boric trong s?n acrylic) ho?c tinh d?u ho?c thu?c di?t n?m thích h?p.",https://www.researchgate.net/profile/Laura-Mugnai/publication/43161073/figure/fig1/AS:340404659605512@1458170203496/Symptoms-associated-with-esca-of-grapevine-chlorosis-and-necrosis-on-the-leaves-showing_Q320.jpg,
14,Nho, Leaf Blight | Isariopsis Leaf Spot,"N?m là m?t m?m b?nh b?t bu?c có th? t?n công t?t c? các ph?n màu xanh c?a cây nho. Các tri?u ch?ng c?a b?nh này th??ng b? nh?m l?n v?i các tri?u ch?ng c?a b?nh ph?n tr?ng. Lá b? nhi?m b?nh phát tri?n các t?n th??ng màu vàng xanh nh?t, d?n d?n chuy?n sang màu nâu. Lá b? nhi?m b?nh n?ng th??ng r?ng s?m. Cu?ng lá, tua và ch?i b? nhi?m b?nh th??ng cu?n tròn, phát tri?n k? gian c?a ng??i ch?n c?u, và cu?i cùng chuy?n sang màu nâu và ch?t. Qu? non r?t d? b? nhi?m trùng và th??ng ???c bao ph? b?i c?u trúc ??u qu? màu tr?ng c?a n?m. Nh?ng qu? m?ng già b? nhi?m b?nh c?a các gi?ng màu tr?ng có th? chuy?n sang màu xanh xám x?n, trong khi nh?ng qu? c?a các gi?ng màu ?en chuy?n sang màu ?? h?ng.","Áp d?ng thu?c x?t không ho?t ??ng ?? gi?m m?c ?? tiêm ch?ng. C?t nó ra.  M? tán cây ?ó ra. ??ng buông l?ng s? phòng th? c?a b?n. H??ng ??o s?m, trinh sát th??ng xuyên. S? d?ng thu?c di?t n?m b?o v? và toàn thân. Xem xét kháng thu?c di?t n?m. Xem th?i ti?t.",https://www.goodfruit.com/wp-content/uploads/Black-rot-lesions-on-leaves-indicate-potential-for-fruit-infection-1-feat2.jpg,
15,Nho, Healthy,Ch? áp d?ng n??c cho vùng r?. Tránh ?? lá nho b? ??t vì ?i?u này có th? khuy?n khích nhi?u b?nh nho. Gi?m t??i n??c cho cây nho non vào mùa thu ?? khuy?n khích cây c?ng l?i ?? chu?n b? cho mùa ?ông. Dây leo già hi?m khi c?n t??i n??c tr? khi trên ??t cát ho?c ??t thoát n??c r?t t?t khác.,"Ch?a nhi?u ch?t dinh d??ng, ??c bi?t là vitamin C và K. Hàm l??ng ch?t ch?ng oxy hóa cao có th? ng?n ng?a các b?nh mãn tính. Các h?p ch?t th?c v?t có th? b?o v? ch?ng l?i m?t s? lo?i ung th?.  Có l?i cho s?c kh?e tim m?ch theo nhi?u cách ?n t??ng khác nhau. Có th? làm gi?m l??ng ???ng trong máu và b?o v? ch?ng l?i b?nh ti?u ???ng.",https://images.indianexpress.com/2021/02/grapes-1200.jpg,
16,Cam, Haunglongbing | Citrus Greening,"B?nh xanh lá cây có múi là m?t b?nh c?a cây có múi do m?m b?nh lây truy?n qua véc t?. HLB ???c phân bi?t b?i các tri?u ch?ng ph? bi?n c?a màu vàng c?a t?nh m?ch và các mô lân c?n; ti?p theo là l?m ??m loang l? toàn b? lá, r?ng lá s?m, cành cây ch?t, sâu r?ng c?a r? trung chuy?n và r? bên, và suy gi?m s?c s?ng, cu?i cùng là cái ch?t c?a toàn b? cây. Cây b? ?nh h??ng có s? phát tri?n còi c?c, mang nhi?u hoa trái mùa (h?u h?t trong s? ?ó r?ng) và t?o ra qu? nh?, có hình d?ng không ??u v?i v? dày, nh?t nh?t v?n còn xanh ? phía d??i và có v? r?t ??ng. Các tri?u ch?ng ph? bi?n th??ng có th? b? nh?m l?n v?i s? thi?u h?t ch?t dinh d??ng; Tuy nhiên, y?u t? phân bi?t gi?a s? thi?u h?t ch?t dinh d??ng là mô hình ??i x?ng. S? thi?u h?t ch?t dinh d??ng có xu h??ng ??i x?ng d?c theo rìa gân lá, trong khi HLB có màu vàng không ??i x?ng xung quanh gân lá. Tri?u ch?ng ?áng chú ý nh?t c?a HLB là màu xanh lá cây và còi c?c c?a qu?, ??c bi?t là sau khi chín","Cách duy nh?t ?? ng?n ch?n s? lây lan c?a b?nh xanh lá cây có múi là ki?m soát ACP (R?y ch?ng cánh châu Á). Vì cam quýt là m?t lo?i cây v??n ph? bi?n và ???c tr?ng r?ng rãi, ch? nhà ?ang ? tuy?n ??u c?a tr?n chi?n quan tr?ng này. X?t cây chanh b?ng thu?c tr? sâu d?u Neem, c? m?t trên và m?t d??i c?a tán lá. B?n có th? c?n ph?i l?p l?i trong 10-14 ngày, tùy thu?c vào m?c ?? phá ho?i. Theo dõi b?ng cách x? lý s? phát tri?n c?a n?m m?c b?ng thu?c di?t n?m ??ng l?ng.",https://www.universityofcalifornia.edu/sites/default/files/CitrusGreening.jpg,https://i.imgur.com/dvFSMXu.png
17,?ào, Bacterial Spot,"B?nh ??m vi khu?n là m?t b?nh quan tr?ng c?a ?ào, xuân ?ào, m? và m?n do Xanthomonas campestris pv gây ra. pruni. Các tri?u ch?ng c?a b?nh này bao g?m ??m qu?, ??m lá và th?i cành. Các tri?u ch?ng c?a trái cây bao g?m r?, n?t, n?t và mô ngâm n??c, có th? làm cho trái cây d? b? th?i nâu, rhizopus và các b?nh nhi?m n?m khác. Nhi?m b?nh ??m lá nghiêm tr?ng có th? gây r?ng lá s?m. R?ng lá nghiêm tr?ng có th? d?n ??n gi?m kích th??c qu?, cháy n?ng và n?t qu?. Cây r?ng lá s?m b? gi?m s?c s?ng và ?? c?ng c?a mùa ?ông.","Các tri?u ch?ng qu? c?a ??m vi khu?n có th? b? nh?m l?n v?i b?nh gh? ?ào, gây ra b?i n?m Cladosporium carpophyllium, tuy nhiên các ??m gh? có hình tròn h?n, có màu nâu s?m / xanh l?c, m? và không làm m? b? m?t qu?, m?c dù có th? x?y ra n?t da. B?nh gh? không gây ra các tri?u ch?ng trên lá nh?ng có th? gây ra các ??m trên cành cây. Các ??m qu? ban ??u c?a ??m vi khu?n có th? b? ngoài nh?ng phát tri?n thành mi?ng h?.",https://www.gardeningknowhow.com/wp-content/uploads/2016/07/bacterial-spot-peach.jpg,https://i.imgur.com/om7dtUL.png
18,?ào, Healthy,"Cây ?ào m?c ? Khu v?c USDA 5 ??n 8 ho?c 9, và chúng có s?n ? kích th??c lùn ho?c tiêu chu?n, khi?n chúng tr? thành l?a ch?n tuy?t v?i cho các v??n cây ?n qu? ? sân sau. Không gi?ng nh? h?u h?t các lo?i cây c?nh, cây ?ào c?n ???c c?t t?a, bón phân và phun thu?c th??ng xuyên ?? gi? s?c kh?e và n?ng su?t. Gi? cho m?t ??t xung quanh cây c?a b?n không có c? và c? d?i s? c?nh tranh n??c và ch?t dinh d??ng, và mùn m?t cách hào phóng.",?óng gói v?i các ch?t dinh d??ng và ch?t ch?ng oxy hóa.  Có th? h? tr? tiêu hóa.  Có th? c?i thi?n s?c kh?e tim m?ch.  Có th? b?o v? làn da c?a b?n. Có th? ng?n ng?a m?t s? lo?i ung th?. Có th? làm gi?m các tri?u ch?ng d? ?ng. Có s?n r?ng rãi và d? dàng ?? thêm vào ch? ?? ?n u?ng c?a b?n.,https://www.tasteofhome.com/wp-content/uploads/2019/06/peaches-shutterstock_297863489-1.jpg,
19,Chuông tiêu, Bacterial Spot,"Các ??m lá xu?t hi?n ? m?t d??i c?a lá già là nh?, n?i m?n và ? b? m?t lá phía trên nh? nh?ng ??m nh? ngâm n??c là tri?u ch?ng c?a ??m vi khu?n. ?ây là m?t b?nh tiêu quan tr?ng ? Maryland. Nó c?ng th?nh tho?ng t?n công cà chua. Cu?i cùng, các ??m phát tri?n trung tâm màu xám ??n nâu v?i ???ng vi?n t?i h?n. Các t?n th??ng lan r?ng trong th?i ti?t ?m áp, ?m ??t. Lá sau ?ó có th? chuy?n sang màu vàng, sau ?ó nâu và r?ng. Các t?n th??ng c?ng có th? phát tri?n trên thân cây. Trái cây phát tri?n nh?ng ??m nh?, n?i lên thô ráp không ?nh h??ng ??n ch?t l??ng ?n u?ng. Lá b? nhi?m b?nh n?ng s? r?ng d?n ??n b?ng n?ng. B?nh ??m lá do vi khu?n lây lan do m?a b?n tung tóe và làm vi?c v?i cây ??t, b? nhi?m b?nh. B?nh này có th? làm r?ng lá cây trong th?i ti?t ?m ??t. Th?i ti?t nóng, khô làm ch?m s? lây lan c?a c?n b?nh này. B?nh có th? xâm nh?p vào h?t gi?ng ho?c c?y ghép và có th? ?an xen trong tàn d? cây tr?ng và ??t.",Ch?n gi?ng kháng b?nh Mua h?t gi?ng và c?y ghép s?ch b?nh. X? lý h?t gi?ng b?ng cách ngâm chúng trong 2 phút trong dung d?ch t?y clo 10% (1 ph?n thu?c t?y; 9 ph?n n??c). R?a k? h?t gi?ng và lau khô tr??c khi tr?ng. Ph? sâu cây b?ng v?t li?u h?u c? dày nh? gi?y báo ph? r?m ho?c c?t c?. Tránh t??i n??c trên cao. Lo?i b? và lo?i b? các b? ph?n c?a cây b? nhi?m b?nh n?ng và t?t c? các m?nh v?n vào cu?i mùa. X?t m?i 10-14 ngày b?ng ??ng c? ??nh (thu?c di?t n?m h?u c?) ?? làm ch?m s? lây lan c?a nhi?m trùng. Xoay ?t ??n m?t v? trí khác n?u nhi?m trùng nghiêm tr?ng và ph? ??t b?ng l?p ph? nh?a ?en ho?c v?i c?nh quan màu ?en tr??c khi tr?ng.,https://extension.umd.edu/sites/default/files/_images/programs/grow_it_eat_it/diseases/BacterialLeafSpot/bacterial_leaf_spot_pepper_plant_l.jpg,https://i.imgur.com/hbvQfc7.png
20,Chuông tiêu, Healthy,"Gi? ?t chuông t??i n??c t?t, nh?ng không bao gi? ?? ??t s?ng n??c. N??c ?? làm ?m ??t sâu kho?ng 6 inch, sau ?ó ?? khô nh?. T??i n??c ??c bi?t quan tr?ng trong quá trình ??u qu?, khi nh?ng qu? ?t nh? thay th? cho hoa và khi chuông tr??ng thành. ?? ?m phù h?p giúp ?t s?n ch?c và kh?e m?nh.","?t chuông ??, cam và vàng có ??y ?? các l?i ích s?c kh?e tuy?t v?i - chúng ch?a nhi?u vitamin và ít calo! Chúng là m?t ngu?n tuy?t v?i c?a vitamin A, vitamin C và kali. ?t chuông c?ng ch?a m?t l??ng ch?t x?, folate và s?t lành m?nh.",https://www.healthbenefitstimes.com/9/gallery/bell-peppers/Bell-pepper-leaves.jpg,
21,Khoai tây, Early Blight,"? h?u h?t các khu v?c s?n xu?t, b?nh b?c lá s?m x?y ra hàng n?m ? m?t m?c ?? nào ?ó. M?c ?? nghiêm tr?ng c?a b?nh b?c lá s?m ph? thu?c vào t?n su?t ?m ??t c?a lá do m?a, s??ng ho?c t??i tiêu; tình tr?ng dinh d??ng c?a tán lá; và tính nh?y c?m v?i cây tr?ng. Các tri?u ch?ng ??u tiên c?a b?nh b?c lá s?m xu?t hi?n d??i d?ng các ??m nh?, tròn ho?c không ??u, màu nâu s?m ??n ?en trên lá già (d??i). Nh?ng ??m này m? r?ng ???ng kính lên ??n 3/8 inch và d?n d?n có th? tr? thành hình d?ng góc c?nh. Các t?n th??ng ban ??u trên lá non, m? r?ng hoàn toàn có th? b? nh?m l?n v?i t?n th??ng ??m nâu. Nh?ng t?n th??ng ??u tiên này xu?t hi?n kho?ng hai ??n ba ngày sau khi nhi?m trùng, v?i s? bào t? h?n n?a trên b? m?t c?a các t?n th??ng này x?y ra ba ??n n?m ngày sau ?ó.",?i?u tr? b?nh b?c lá s?m bao g?m phòng ng?a b?ng cách tr?ng các gi?ng khoai tây có kh? n?ng kháng b?nh; Tr??ng thành mu?n có kh? n?ng ch?ng ch?u t?t h?n các gi?ng tr??ng thành s?m. Tránh t??i trên cao và cho phép s?c khí ??y ?? gi?a các cây ?? cho phép tán lá khô càng nhanh càng t?t.,https://www.ag.ndsu.edu/publications/crops/early-blight-in-potato/figure-1-opt.jpeg/@@images/468990cc-77a9-4e29-8779-0eb3e94e0407.jpeg,https://i.imgur.com/1WZygaH.png
22,Khoai tây, Late Blight,"V?t ch? chính là khoai tây, nh?ng P. infestans c?ng có th? lây nhi?m sang các cây solanaceous khác, bao g?m cà chua, petunias và nighthade lông, có th? ?óng vai trò là ngu?n tiêm cho khoai tây. Các tri?u ch?ng ??u tiên c?a b?nh s??ng mai trên ??ng ru?ng là các ??m nh?, màu xanh nh?t ??n xanh ??m, hình tròn ??n hình d?ng không ??u. Nh?ng t?n th??ng này th??ng xu?t hi?n ??u tiên ? lá d??i. Các t?n th??ng th??ng b?t ??u phát tri?n g?n ??u lá ho?c mép lá, n?i s??ng ???c gi? l?i lâu nh?t. Trong th?i ti?t mát m?, ?m ??t, nh?ng t?n th??ng này lan r?ng nhanh chóng thành các t?n th??ng l?n, màu nâu s?m ho?c ?en, th??ng xu?t hi?n nh?n. Các t?n th??ng trên lá c?ng th??ng ???c bao quanh b?i m?t qu?ng sáng úa vàng","B?nh s??ng mai nghiêm tr?ng có th? ???c qu?n lý hi?u qu? b?ng cách phun mancozeb d? phòng ? m?c 0,25%, ti?p theo là cymoxanil + mancozeb ho?c dimethomorph + mancozeb ? m?c 0,3% khi b?t ??u b?nh và thêm m?t l?n phun mancozeb ? m?c 0,25% b?y ngày sau khi s? d?ng thu?c di?t n?m toàn thân ? Tây Bengal",https://www.ag.ndsu.edu/publications/crops/late-blight-in-potato/figure-2-opt.jpeg/@@images/dfe1e0b4-08d4-404a-8e66-474de72b1e91.jpeg,
23,Khoai tây, Healthy,"Nhi?u lo?i khoai tây c?n ?? ?m phù h?p ?? phát tri?n, vì v?y hãy t??i n??c th??ng xuyên hàng ngày khi c? phát tri?n. Khi b?n t??i cây khoai tây, nó s? ??t ??n m?t ??t kho?ng 8-10 inch. Trong mùa nóng ho?c ?m, t??i n??c cho cây khoai tây v?i s? l??ng l?n hai l?n m?t ngày khi ??t khô nhanh.","?óng gói v?i các ch?t dinh d??ng. Chia s? trên Pinterest. Ch?a ch?t ch?ng oxy hóa. Khoai tây r?t giàu các h?p ch?t nh? flavonoid, carotenoids và axit phenolic ( 4 ). Có th? c?i thi?n ki?m soát l??ng ???ng trong máu. Có th? c?i thi?n s?c kh?e tiêu hóa. T? nhiên không ch?a gluten. Vô cùng l?p ??y. C?c k? linh ho?t.",https://www.garden.eco/wp-content/uploads/2018/06/can-you-eat-potato-leaves.jpg,
24,Mâm xôi, Healthy,"T??i n??c m?t inch m?i tu?n t? mùa xuân cho ??n sau khi thu ho?ch. T??i n??c th??ng xuyên t?t h?n ngâm sâu không th??ng xuyên. Gi? cho b?i cây mâm xôi c?a b?n g?n gàng b?ng cách ?ào b?t k? ""mút"" ho?c g?y nào m?c cách xa các hàng; N?u b?n không ?ào chúng lên, chúng s? hút ch?t dinh d??ng ?i và b?n s? có ít qu? m?ng h?n vào n?m t?i.","Chúng cung c?p kali, c?n thi?t cho ch?c n?ng tim và ???c ch?ng minh là làm gi?m huy?t áp. Các axit béo omega-3 trong qu? mâm xôi có th? giúp ng?n ng?a ??t qu? và b?nh tim. Chúng c?ng ch?a m?t khoáng ch?t g?i là mangan, c?n thi?t cho x??ng và da kh?e m?nh và giúp ?i?u ch?nh l??ng ???ng trong máu.",https://www.gardeningknowhow.com/wp-content/uploads/2009/04/raspberry.jpg,https://i.imgur.com/GurafeQ.png
25,??u nành, Healthy,Gi? các lu?ng tr?ng ?m ??u cho ??n khi ??u nành ??y qua ??t. T??i n??c th??ng xuyên trong quá trình ra hoa và hình thành qu?. Tránh t??i n??c trên cao có th? khi?n hoa và v? r?ng. Ph? l?p ph? khi ??t ?m lên l?n h?n 60 ° F (16 ° C) ?? b?o t?n ?? ?m c?a ??t.,"Giàu ch?t x?, giàu protein, ít ch?t béo bão hòa, cholesterol, không ch?a lactose, m?t ngu?n axit béo omega-3 d?i dào, m?t ngu?n ch?t ch?ng oxy hóa giàu phytoestrogen.",https://upload.wikimedia.org/wikipedia/commons/a/ac/Soybean_leaves.jpg,https://i.imgur.com/AmgTXjd.png
26,Bí, Powdery Mildew,"Các ??m ph?n tr?ng có th? hình thành trên c? b? m?t lá trên và d??i, và nhanh chóng m? r?ng thành các ??m l?n. B?nh ph?n tr?ng làm suy y?u cây và qu? chín s?m. Qu? ngày càng ít m?c trên cây b? nhi?m b?nh. Trong ?i?u ki?n ?m áp, khô ráo, bào t? m?i hình thành và d? dàng lây lan b?nh. Các tri?u ch?ng c?a b?nh ph?n tr?ng xu?t hi?n l?n ??u tiên t? gi?a ??n cu?i mùa hè ? Minnesota. Cung c?p chuy?n ??ng không khí t?t xung quanh cây thông qua kho?ng cách thích h?p, ??t c?c cây và ki?m soát c? d?i. N?u các gi?ng m?n c?m ?ang phát tri?n trong m?t khu v?c mà ph?n tr?ng ?ã d?n ??n m?t n?ng su?t trong quá kh?, thu?c di?t n?m có th? là c?n thi?t.","K?t h?p m?t mu?ng baking soda và m?t n?a mu?ng cà phê xà phòng l?ng, không ch?t t?y r?a v?i m?t gallon n??c và phun h?n h?p t? do lên cây. N??c súc mi?ng. N??c súc mi?ng b?n có th? s? d?ng hàng ngày ?? tiêu di?t vi trùng trong mi?ng c?ng có th? có hi?u qu? trong vi?c tiêu di?t bào t? ph?n tr?ng.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/caption_medium/public/powdery-mildew-2.jpg?itok=Un68av52,https://i.imgur.com/8ucufve.png
27,Dâu tây, Leaf Scorch,"Các tri?u ch?ng cháy sém lá r?t gi?ng v?i giai ?o?n ??u c?a b?nh ??m lá ph? bi?n (Mycosphaerella), v?i các ??m màu tím s?m không ??u n?m r?i rác trên b? m?t lá phía trên. Khi các ??m m? r?ng, chúng b?t ??u trông gi?ng nh? nh?ng gi?t nh?a ???ng, và th?c s? là s? tích t? c?a c? th? ??u qu? màu ?en (acervuli) c?a n?m. Trung tâm c?a các ??m v?n có màu tím (trong ??m lá Mycosphaerella chúng có màu tr?ng) và không có ???ng vi?n t?n th??ng ???c xác ??nh rõ. Trong nhi?m trùng n?ng, các vùng này k?t h?p l?i và mô gi?a các t?n th??ng th??ng có màu tía ??n ?? t??i ph? thu?c vào gi?ng cây, nhi?t ?? ho?c các y?u t? khác. Lá cu?i cùng chuy?n sang màu nâu, khô và cu?n tròn ? mép lá t?o cho chi?c lá v? ngoài cháy xém. Ki?m tra acervuli và hình thái hình nón có th? giúp phân bi?t gi?a ??m lá và cháy lá ? giai ?o?n ti?n tri?n c?a b?nh. Trên b? m?t lá phía trên c?a các t?n th??ng cháy lá, acervuli có màu s?m v?i các kh?i bào t? l?p lánh và apot t?i ...","M?c dù cháy lá trên cây dâu tây có th? gây b?c b?i, nh?ng có m?t s? chi?n l??c mà ng??i làm v??n t?i nhà có th? s? d?ng ?? giúp ng?n ch?n s? lây lan c?a nó trong v??n. Các ph??ng ti?n chính ?? ki?m soát cháy lá dâu tây ph?i luôn luôn là phòng ng?a. Vì m?m b?nh n?m này ?an xen trên lá r?ng c?a cây b? nhi?m b?nh, v? sinh v??n ?úng cách là chìa khóa. ?i?u này bao g?m vi?c lo?i b? các m?nh v?n v??n b? nhi?m b?nh t? m?ng dâu tây, c?ng nh? th??ng xuyên thi?t l?p các ca c?y dâu tây m?i. Vi?c t?o ra các ??n ?i?n m?i và các m?ng dâu tây là chìa khóa ?? duy trì thu ho?ch dâu tây nh?t quán, vì các cây già có nhi?u kh? n?ng có d?u hi?u nhi?m trùng n?ng.",https://content.ces.ncsu.edu/media/images/17531_IMG_2126.JPG,https://i.imgur.com/8WKaAnW.png
28,Dâu tây, Healthy,"Tìm cho chúng m?t n?i ??y n?ng vì chúng yêu thích và c?n nhi?u ánh sáng. Tôi thích m?t n?i mà h? nh?n ???c m?t tr?i bu?i sáng. N?u b?n ?? chúng trong ch?u và / ho?c các v?t ch?a khác, t?t nh?t là di chuy?n chúng vào ban ngày ?? t?n d?ng ánh sáng m?t tr?i thay ??i. Chúng là nh?ng cây khát n??c. T??i n??c cho chúng hàng ngày, ??c bi?t n?u chúng ?ang s?n xu?t trái cây. T?t nh?t là làm ?i?u ?ó vào bu?i sáng và tránh làm ??t lá ?? phòng b?nh. Gi? chúng ???c b?o v? kh?i ?i?u ki?n th?i ti?t kh?c nghi?t và gió. Xin l?u ý r?ng ngay c? khi h? thích ánh sáng m?t tr?i, vi?c ti?p xúc v?i ánh sáng m?t tr?i tr?c ti?p gi?a tr?a c?ng có th? gây h?i. Ki?m tra ch?u ?? thoát n??c t?t. Gi? c? d?i và cây không mong mu?n trong ki?m tra. B?n c?n bón phân cho chúng vì chúng c?n r?t nhi?u n?ng l??ng ?? s?n xu?t dâu tây. Mua phân bón cân b?ng (10-10-10, 12-12-12, v.v.). Th?c hi?n theo các h??ng d?n vì quá nhi?u phân bón có th? làm gi?m n?ng su?t trái cây và nó c?ng có th? kích thích s?n xu?t Á h?u.","Hình trái tim c?a qu? dâu tây là manh m?i ??u tiên cho th?y lo?i qu? này t?t cho b?n. Nh?ng gói nh? m?nh m? này b?o v? trái tim c?a b?n, t?ng cholesterol HDL (t?t), gi?m huy?t áp và b?o v? ch?ng ung th?.  ???c ?óng gói v?i vitamin, ch?t x? và ??c bi?t là hàm l??ng ch?t ch?ng oxy hóa cao ???c g?i là polyphenol, dâu tây là m?t lo?i th?c ph?m không có natri, không có ch?t béo, không có cholesterol, ít calo. Chúng n?m trong s? 20 lo?i trái cây hàng ??u v? kh? n?ng ch?ng oxy hóa và là ngu?n cung c?p mangan và kali t?t. Ch? m?t kh?u ph?n - kho?ng tám qu? dâu tây - cung c?p nhi?u vitamin C h?n m?t qu? cam.",https://www.canr.msu.edu/uploads/images/7-12-11-MARK-plhstrw4.jpg,
